NTEE_CD,text
G41Z,"EARLY INTERVENTION SERVICES - 225 FAMILIES WITH INFANTS AND TODDLERS WHO ARE BLIND OR VISUALLY IMPAIRED RECEIVED 3,965 HOURS OF SERVICES FROM TEACHERS OF THE VISUALLY IMPAIRED, OCCUPATIONAL, PHYSICAL AND SPEECH THERAPISTS. THESE INDIVIDUAL SERVICES WERE PROVIDED IN THE HOMES OF FAMILIES AS WELL AS COMMUNITY SETTINGS SUCH AS DAY CARE CENTERS TO PROVIDE PARENTS AND CAREGIVERS THE SUPPORT AND TRAINING NECCESSARY TO EFFECTIVELY MEET THE UNIQUE LEARNING NEEDS OF THEIR CHILD. The mission of the Delta Gamma Center for Children with Visual Impairments is to help children who are blind or visually impaired reach their full potential through family-centered and specialized services and support."
J33Z,TO OPERATE AND ADMINISTER A SHELTERED WORKSHOP FOR HANDICAPPED INDIVIDUALS. OPERATE & ADMINISTER A SHELTERED WORKSHOP.
B77Z,"In 2016 the Black Archives of Mid-America served 1,500 program participants through the organization's active program series which included the Horace M. Peterson III Lecture Series, the Mbembe Milton Smith Poetry Series and the Community Stories series. The organization hosted tours for 450 visitors and offered research services to 115 scholars, students and researchers. The Black Archives of Mid-America (BAMA) collects, preserves and displays documents and artifacts of historical significance for the benefit of students, researchers and the public. BAMA also provides lectures presented by persons with significant historical knowledge about African American history both on a local and national scale. BAMA provides programs concerning African American history for elementary and secondary students in partnership with universities, libraries and research organizations such as National Genealogy Centers. BAMA presents exhibits of national and international significance for public viewing such as the Alvin Ailey exhibit and ""Emancipation and Beyond"". The mission of the Black Archives of Mid-America, Inc. in Kansas City, is to collect, preserve and make available to the public materials documenting the social, economic, political and cultural histories of persons of African American descent in the central United States, with particular emphasis in the Kansas City, Missouri region. Black Archives of Mid-America is an educational resource and provides access to its collections for research, exhibition and publication to honor our community heritage and to catalyze public awareness."
P280,"Early Childhood EducationThe licensed and accredited Early Childhood Education Center at Caroline Mission provides children, ages 6 weeks to five years, from low-income families with high-quality early childhood education and care. The services are offered on a sliding scale and include an individualized development plan for each child in addition to a strong focus on parent engagement. The Teaching Strategies Gold assessment system is utilized to design activities and track each child's individual progress. Ultimately, the goal of Caroline Mission is to prepare children for success in kindergarten and beyond. 2016 Clients served: 1102016 Outcomes-100% of children are ready to enter kindergarten.-91% of children meet or exceed age-appropriate developmental milestones. STRENGTHEN CHILDREN, FAMILIES AND COMMUNITIES THROUGH NEIGHBORHOOD CENTERED, FAITH-BASED, LIFE-CHANGING PROGRAMS THAT HELP CREATE HOPE, HEALTH AND INDEPENDENCE"
B90Z,"HELD 25 REGIONAL AND 9 NATIONAL MOCK TRIAL TOURNAMENTS WITH OVER 4,500 STUDENTS IN 592 TEAMS FROM 334 COLLEGES AND UNIVERSITIES, NOT INCLUDING AN ESTIMATED 3,750 ATTORNEYS, JUDGES AND OTHER VOLUNTEERS SERVING AS COACHES, JUDGES, SCORERS AND OBSERVERS. THE ORGANIZATION SERVES AS THE GOVERNING BODY FOR NATIONAL AND REGIONAL INTERCOLLEGIATE MOCK TRIAL COMPETITIONS. THROUGH ENGAGING IN TRIAL SIMULATIONS IN COMPETITION WITH TEAMS FROM OTHER INSTITUTIONS, STUDENTS DEVELOP CRITICAL THINKING AND PUBLIC SPEAKING SKILLS, AS WELL AS KNOWLEDGE OF LEGAL PRACTICES AND PROCEDURES. DURING THE 2016-2017 FISCAL YEAR, THE ORGANIZATION HELD 25 REGIONAL AND 9 NATIONAL MOCK TRIAL TOURNAMENTS WITH OVER 4,500 STUDENTS IN 592 TEAMS FROM 334 SCHOOLS."
B90Z,"HELD 27 REGIONAL AND 9 NATIONAL MOCK TRIAL TOURNAMENTS WITH OVER 5,825 STUDENTS IN 651 TEAMS FROM 400 COLLEGES AND UNIVERSITIES, NOT INCLUDING AN ESTIMATED 3,750 ATTORNEYS, JUDGES AND OTHER VOLUNTEERS SERVING AS COACHES, JUDGES, SCORERS AND OBSERVERS. THE ORGANIZATION SERVES AS THE GOVERNING BODY FOR NATIONAL AND REGIONAL INTERCOLLEGIATE MOCK TRIAL COMPETITIONS. THROUGH ENGAGING IN TRIAL SIMULATIONS IN COMPETITION WITH TEAMS FROM OTHER INSTITUTIONS, STUDENTS DEVELOP CRITICAL THINKING AND PUBLIC SPEAKING SKILLS, AS WELL AS KNOWLEDGE OF LEGAL PRACTICES AND PROCEDURES. DURING THE 2017-2018 FISCAL YEAR, THE ORGANIZATION HELD 27 REGIONAL AND 9 NATIONAL MOCK TRIAL TOURNAMENTS WITH OVER 5825 STUDENTS IN 651 TEAMS FROM 400 SCHOOLS."
P750,HUD low-income housing for senior citizens The Cape Girardeau Council on Aging provides congregate and home delivery meals for persons 60 years and older. They also provide socialization activities for persons 60 years and older. The Lindenwood Apartments provides low income housing for senior citizens.
F300,"PROVIDENT'S LICENSED THERAPISTS PROVIDE MENTAL HEALTH COUNSELING TO ADULTS AND CHILDREN IN VARIOUS CAPACITIES, INCLUDING INDIVIDUAL, FAMILY, GROUP AND COUPLES THERAPY. PROVIDENT HAS EXPANDED ITS SERVICE DELIVERY MODEL, OFFERING SUPPORT IN FIVE COUNSELING OFFICES AS WELL AS IN MULTIPLE SCHOOLS AND SATELLITE LOCATIONS. FOR OVER A DECADE, PROVIDENT HAS WORKED WITH DEPARTMENTS OF CORRECTIONS TO OFFER GROUP THERAPY TO ADULT MALE EX-OFFENDERS AS THEY REENTER SOCIETY. THE OVERARCHING GOAL OF THIS WORK IS TO PREVENT FUTURE VICTIMS, AND THIS IS DONE BY TEACHING VICTIM EMPATHY AND PERSONAL ACCOUNTABILITY. IN 2016, PROVIDENT PROVIDED COUNSELING TO 2,199 CLIENTS. HELPING INDIVIDUALS AND FAMILIES TO A BRIGHTER FUTURE THROUGH COUNSELING, SUICIDE PREVENTION AND INTERVENTION, AND COMMUNITY SUPPORT PROGRAMS."
O20Z,"Provide educational and recreational activities for ""at risk"" youth Provided a safe place for area youth to use as a recreational facility and to conduct educational reinforcement classes for ""at risk"" youth"
L20Z,"HABITAT FOR HUMANITY IS NOT JUST IN THE HOME BUILDING AND REPAIR BUSINESS...WE'RE IN THE PEOPLE HELPING BUSINESS. THE HABITAT FOR HUMANITY OF SPRINGFIELD AFFILIATE PLACED 4 NEW HOMEOWNER FAMILIES IMPACTING 9 PEOPLE'S LIVES; PERFORMED 88 HOME PRESERVATION AND REPAIR PROJECTS IMPACTING 89 PEOPLE'S LIVES AND FILLED 5,941 VOLUNTEER SPOTS GENERATING @ 34,650 VOLUNTEER HOURS FOR AN ESTIMATED VALUE OF 816,354. HABITAT TRIES TO FILL AND TRACK THE PARTNER FAMILY HOME BUYING AND HOME REPAIR APPLICATION PIPELINES, ASSISTS OUR MORTGAGE COMPANY IN MANAGING OVER 80 MORTGAGES, SUPPORTS THE EFFORTS OF TEN STANDING COMMITTEES WHILE ADHERING TO OUR AGGRESSIVE GRANT REQUIRED CONSTRUCTION SCHEDULE. WE ALSO PRO-ACTIVELY MAINTAIN OUR SUPPORT FOR THE NW PROJECT, THE IMPACTING POVERTY COMMISSION, AND CHAIR THE CPO HOUSING COLLABORATIVE. TO HELP GROW OUR NEIGHBORHOOD REVITALIZATION INITIATIVE, WE ARE RECHARGING OUR LOCAL FAITH COALITION AND WORKING WITH THE COLLECTIVE IMPACT COMMITTEE AND OTHER POVERTY REDUCTION INITIATIVES. THE AFFILIATE SELECTED THE WOODLAND HEIGHTS NEIGHBORHOOD AS THEIR TARGETED NEIGHBORHOOD REVITALIZATION COMMUNITY. OUR RESTORE, WHICH SELLS HOME-IMPROVEMENT RELATED ITEMS TO THE GENERAL PUBLIC, PLACED IN THE TOP 2% NATIONAL RANKING IN NET SALES AND TOP 3% FOR HIGHEST GROSS REVENUES WITH @ 3,464 RESTORE DONORS. TO WORK IN PARTNERSHIP WITH GOD AND PEOPLE EVERYWHERE TO DEVELOP COMMUNITIES WITH PEOPLE IN NEED BY BUILDING AND RENOVATING HOUSES SO THAT THEY ARE SAFE, DECENT, AFFORDABLE HOUSES IN WHICH EVERY PERSON CAN EXPERIENCE GOD'S LOVE AND CAN LIVE AND GROW INTO ALL THAT GOD INTENDS."
X90,"CALMS IS A LUTHERAN MISSIONSOCIETY WHOSE PURPOSE IS TO SPREAD THE WORD OF GOD IN LATIN AMERICA. IT ACCOMPLISHES THIS BY HELPING TO ESTABLISH CHURCHES, EDUCATING AND TRAINING PASTORS. CALMS ALSO HELPS PAY THE COST FOR CHILDREN WHO WHOULD NOT OTHERWISE BE ABLE TO ATTEND SCHOOL. IN ADDITION, CALMS HELPS TO BUILD HOMES FOR THOSE WHO HAVE EXPERIENCED A NATURAL DISASTER OR CANNOT OTHERWISE PROVIDE A HOME FOR THEIR FAMILY RELIGION AND EDUCATION IN LATIN AMERICA"
L20,"PROVIDE LOW-RENT HOUSING TO SENIORS PROVIDE LOW-RENT HOUSING TO SENIOR RESIDENTS OF MARSHFIELD, MO AND THE SURROUNDING AREA."
L20,"PROVIDE LOW-RENT HOUSING TO SENIORS PROVIDE LOW-RENT HOUSING TO SENIOR RESIDENTS OF MARSHFIELD, MO AND THE SURROUNDING AREA."
I72,"THE ORGANIZATION SERVES AS A CHILD FRIENDLY, SAFE PLACE FOR CHILDREN AND FAMILIES AFTER A REPORT OF ABUSE BY USING A MULTIDISCIPLINARY TEAM APPROACH. THIS INCLUDES PROVIDING FORENSIC INTERVIEWS, EXTENDING FORENSIC INTERVIEWS, TRAINING AND EDUCATION FOR CHILD ABUSE PROFESSIONALS AND ADVOCACY FOR CHILDREN AND BEST PRACTICES. 813 CHILDREN AND THEIR CARETAKERS WERE SERVED DURING THE YEAR. TO PROVIDE FORENSIC INTERVIEWS OF CHILDREN ALLEGED TO HAVE BEEN ABUSED AND TO PROVIDE SUPPORT AND EDUCATION TO THEIR CARETAKERS."
J33Z,"PROVIDE SUITABLE EMPLOYEMENT FOR PHYSICALLY AND MENTALLY HANDICAPPED INDIVIDUALS. ALL EXPENSES ARE SHOWN AS PROGRAM OR MANAGEMENT AND GENERAL. ESTABLISH, OPERATE, AND ADMINISTER A SHELTERED WORKSHOP WHICH, EXCEPT FOR ITS STAFF, WILL EMPLOY ONLY HANDICAPPED PERSONS."
J33Z,"PROVIDED SUITABLE EMPLOYMENT FOR PHYSICALLY AND MENTALLY HANDICAPPED INDIVIDUALS. ESTABLISH, OPERATE, AND ADMINISTER A SHELTERED WORKSHOP WHICH, EXCEPT FOR ITS STAFF, WILL EMPLOY ONLY HANDICAPPED PERSONS."
X20,"DIRECT EVANGELISM -- PRODUCE BOOKS, EVANGELISTIC MATERIALS, PODCASTS AND NEWSLETTERS TO DISTRIBUTE AND USE AS TOOLS TO SPREAD THE GOSPEL WHEREVER WE GO. WE DIRECTLY SUPPORT CONGREGATIONS AND PROVIDE LEADERSHIP DEVELOPMENT IN CARRYING OUT GODS MISSION TO THE COMMUNITY AND THE WORLD. BOLDLY DECLARING YSHUA AS MESSIAH. URGENTLY EQUIPPING BELIEVERS IN JESUS TO DO THE SAME! MISSION SOCIETY IN THAT WE ARE GOING AND GIVING THE GOSPEL WHEREVER WE GO; PUBLIC EVENTS AND PLACES GIVING PRESENTATIONS."
B21Z,THE SCHOOL PROVIDES EDUCATIONAL SERVICES TO 377 CHILDREN FROMPRE-KINDERGARTEN THROUGH GRADE SIX. THE MISSION OF FORSYTH SCHOOL IS TO PROVIDE CHILDREN WITH A SUPPORTIVE ATMOSPHERE AND OPPORTUNITIES FOR SUCCESS IN ORDER THAT THEY MAY DEVELOP SELF-CONFIDENCE AND A LOVE OF LEARNING.
E91Z,"THE HOME PROVIDES LONG-TERM SKILLED NURSING CARE SERVICES FOR AGED AND ILL PERSONS PRIMARILY FROM THE ST. LOUIS COMMUNITY AND SURROUNDING AREAS. THE MISSION OF MOTHER OF GOOD COUNSEL HOME IS TO MAKE CHRIST'S MERCIFUL LOVE VISIBLE TO ALL THEY SERVE - WHETHER IT IS A RESIDENT, A STAFF MEMBER, OR A VISITOR. LOVE OF GOD AND LOVE OF NEIGHBOR, IN THE SPIRIT OF THEIR PATRON, ST. FRANCIS OF ASSISI, IS THE SPIRIT THAT GUIDES THEIR WORK."
E91Z,"THE HOME PROVIDES LONG-TERM SKILLED NURSING CARE SERVICES FOR AGED AND ILL PERSONS PRIMARILY FROM THE ST. LOUIS COMMUNITY AND SURROUNDING AREAS. THE MISSION OF MOTHER OF GOOD COUNSEL HOME IS TO MAKE CHRIST'S MERCIFUL LOVE VISIBLE TO ALL THEY SERVE - WHETHER IT IS A RESIDENT, A STAFF MEMBER, OR A VISITOR. LOVE OF GOD AND LOVE OF NEIGHBOR, IN THE SPIRIT OF THEIR PATRON, ST. FRANCIS OF ASSISI, IS THE SPIRIT THAT GUIDES THEIR WORK."
E20,"AQUA ABILITY: A COMBINATION OF PHYSICAL THERAPY, WATER EXERCISE AND ADAPTIVE SWIMMING LESSONS FOR BETTER HEALTH, MOBILITY AND PSYCHOSOCIAL WELL-BEING FOR PEOPLE WITH DEVELOPMENTAL OR ACQUIRED DISABILITIES. SESSIONS ARE HELD 4 TIMES PER YEAR AND RUN FOR 10 WEEKS. WE SERVED APPROXIMATELY 175 INDIVIDUALS WEEKLY IN EACH OF THE SESSIONS. REMOVING BARRIERS TO FITNESS AND IMPROVING QUALITY OF LIFE, REGARDLESS OF ABILITY OR IMPAIRMENT."
N30,"TrailSpring completed the first phase (approx.10 miles) of construction of Two Rivers Bike Park, which opened in August 2013. Two Rivers now consists of over 14 miles of professionally built single track trail. Opening day had over 450 attendees with 2014 attendance at well over 100 users per weekend and 200 users per week. The purpose of the trails are for hiking, walking, biking, birding, and educational clinics for all of those activities. Races are held at Two Rivers as well as instructional classes, wilderness safety courses, and trail building clinics. The construction of the trail included over 3.000 volunteer hours through TrailSpring's ""Earn Your Dirt"" program. Trail users continue to grow annually. For complete information, please visit www.trailspring.org The mission of Trailspring Inc. is to improve the health and activity level of the Springfield area by creating and maintaining a network of multi-use trails. Through this network, provide measurable economic impact in order to engage community enterprises to contribute to the education and construction of this network and further perpetuate the health of the community."
X20,"THE ONGOING PROGRAM SERVICE GOAL THAT WINDERMERE HAS AT THE FOREFRONT OF ITS OPERATION IS ""TO PROVIDE RECREATIONAL, CONFERENCE, AND OTHER FACILITIES THAT MEET THE NEEDS OF A CONTEMPORARY SOCIETY AND ARE CONSISTENT WITH CHRISTIAN FAMILY VALUES"" BY PROVIDING LODGING, MEALS,CONFERENCE SPACE, AND RECREATIONAL ACTIVITIES TO ITS GUESTS. DURING 2016, NEARLY 20,800 GUESTS WERE SERVED. IN ADDITION, WINDERMERE PROVIDED LODGING AND MEALS TO A NUMBER OF INDIVIDUAL FAMILIES. AS A DEDICATED, CHRIST-LIKE TEAM WE WILL PROVIDE A CHRISTIAN SETTING IN WHICH LIFE CHANGING EXPERIENCES MAY OCCUR FOR ALL INVOLVED. THE PURPOSES FOR WHICH THIS CORPORATION IS FORMED ARE TO OWN, ESTABLISH AND MAINTAIN IN PERPETUITY CONFERENCE, RECREATIONAL, AND OTHER FACILITIES, THAT RESPOND TO THE NEEDS OF CONTEMPORARY SOCIETY AND ARE CONSISTENT WITH CHRISTIAN FAMILY VALUES,AND ANY OTHER PURPOSES CONSISTENT WITH ""THE MISSOURI NONPROFIT CORPORATION ACT."""
P80,"TO PROVIDE INFORMATION AND REFERRAL SERVICES, ADVOCACY INDEPENDENT LIVING SKILLS, TRAINING AND PEER COUNSELING FOR INDIVIDUALS WITH DISABILTIES. TO ASSIST INDIVIDUALS WITH DISABILITIES ACHIEVE THEIR GOALS AND LEAD A MORE INDEPENDENT LIFESTYLE PRIMARILY IN THE PHELPS, PULASKI, AND LACLEDE COUNTIES."
P80,"TO PROVIDE INFORMATION AND REFERRAL SERVICES, ADVOCACY INDEPENDENT LIVING SKILLS, TRAINING AND PEER COUNSELING FOR INDIVIDUALS WITH DISABILTIES. TO ASSIST INDIVIDUALS WITH DISABILITIES ACHIEVE THEIR GOALS AND LEAD A MORE INDEPENDENT LIFESTYLE PRIMARILY IN THE PHELPS, PULASKI, AND LACLEDE COUNTIES."
F60,"RACHEL HOUSE OFFERS FREE PREGNANCY TESTS AND ON-GOING SUPPORT SERVICES FOR EXPECTANT MOTHERS AND THEIR CHILDREN. WE DO NOT DISCRIMINATE REGARDING AGE, RELIGION, RACE, OR ECONOMIC BACKGROUND. IN 2016, PREGNANCY TESTS WERE ADMINISTERED TO 2,694 WOMEN THROUGH THE ORGANIZATION'S FIVE BRANCH CENTERS IN LEE'S SUMMIT, NORTHLAND, INDEPENDENCE, GRANDVIEW, AND THE INNER CITY OF KANSAS CITY, MISSOURI. BECAUSE OF RACHEL HOUSE, AT LEAST 1732 BABIES WERE BORN IN 2016, AND OVER 6,229 VISITS WERE MADE BY CLIENTS RECIEVING SOME LEVEL OF ASSISTANCE. RACHEL HOUSE PROVIDES PHYSICAL, EMOTIONAL, AND SPIRITUAL SUPPORT FOR WOMEN EXPERIENCING UNPLANNED PREGNANCIES."
F60,"RACHEL HOUSE OFFERS FREE PREGNANCY TESTS AND ON-GOING SUPPORT SERVICES FOR EXPECTANT MOTHERS AND THEIR CHILDREN. WE DO NOT DISCRIMINATE REGARDING AGE, RELIGION, RACE, OR ECONOMIC BACKGROUND. IN 2017, PREGNANCY TESTS WERE ADMINISTERED TO 2,849 WOMEN THROUGH THE ORGANIZATION'S FOUR BRANCH CENTERS IN LEE'S SUMMIT, NORTHLAND, INDEPENDENCE, AND THE INNER CITY OF KANSAS CITY, MISSOURI. BECAUSE OF RACHEL HOUSE, AT LEAST 1,852 BABIES WERE BORN IN 2017, AND OVER 8,343 VISITS WERE MADE BY CLIENTS RECEIVING SOME LEVEL OF ASSISTANCE. RACHEL HOUSE PROVIDES PHYSICAL, EMOTIONAL, AND SPIRITUAL SUPPORT FOR WOMEN EXPERIENCING UNPLANNED PREGNANCIES."
N31,"See Schedule O:DIRECT CLASSROOM PROGRAM SERVICES: The primary activity of the Chess Club and Scholastic Center of St. Louis (""CCSCSL"") is instructing students in the game of chess. The classroom activities occur in two (2) modes: first, at the CCSCSL campus at 4657 Maryland Avenue, St. Louis, MO and in participating ""satellite classrooms"" at various schools (K-12), universities and colleges, and community centers in the greater metro St. Louis area (""Participating Schools"").There are 10 full time instructors and 15 part-time instructors who teach at the campus. There are between one and five full-time instructors and between 20 and 40 part-time instructors who teach at the participating schools, depending on the time of year. Approximately, five hundred (500) students are enrolled in classes at the campus and there are more than seven thousand (7,500) students who are enrolled in the participating school classes. Formal classes and textbooks are used in both educational activities of CCSCSL. In 2016 the student body was racially diverse.During 2016, CCSCSL hosted and organized more than 200 tournaments and 400 lectures, classes and special educational activities. CCSCSL also organized five instructional summer camps for local and non-local students, including camps for the very best student chess players from around the country. See Schedule O.IT IS THE MISSION OF THE CHESS CLUB AND SCHOLASTIC CENTER OF SAINT LOUIS, AN EDUCATIONAL ORGANIZATION, TO MAINTAIN A FORMAL PROGRAM OF INSTRUCTION TO TEACH THE GAME OF CHESS AND TO PROMOTE AND SUPPORT ITS EDUCATIONAL PROGRAM THROUGH COMMUNITY OUTREACH AND LOCAL, NATIONAL, and international PARTNERSHIPS TO INCREASE THE AWARENESS OF THE EDUCATIONAL VALUE OF CHESS."
L200,PROVIDE INDEPENDENT LIVING SITUATIONS TO HANDICAPPED INDIVIDUALS TO PROVIDE SERVICES TO HANDICAPPED PERSONS.
F22,"The Organization is a unique facility in that it offers transitional living, treatment for mental illness and substance abuse, a path to permanent housing, a transitional jobs program, and intensive case management all in one facility. In calendar year 2016, the Organization served over 450 individuals, many of which were homeless veterans of the the United States of America, by providing in excess of 109,500 meals and 36,500 bed nights. To promote balanced and responsible independent living of homeless persons who have experienced chemical dependency by providing substance abuse treatment and housing."
N63Z,BASEBALL/SOFTBALL/SOCCER LEAGUES WITH PLAYING FIELD AND UMPIRES/REFEREES FOR VARIOUS TEAMS. COMMUNITY BASEBALL/SOFTBALL/SOCCER
F50,"THE ORGANIZATION PROVIDED DOULA AND SUPPORTING SERVICES TO OVER 130 WOMEN AND THEIR FAMILIES WHICH INCLUDES: PRENATAL HOME VISITS AND CONTINUOUS SUPPORT THROUGH THE BIRTH PROCESS AS WELL AS POSTPARTUM HOME VISITS TO NEW MOTHERS; BREASTFEEDING SUPPORT; CHILDBIRTH EDUCATION CLASSES, PARENT AND CHILD CLASSES, PRENATAL YOGA CLASSES AND OTHER EDUCATION CLASSES TO HIGH SCHOOL TEENS. CLIENTS SERVED BY DFMA HAVE STATISTICALLY PROVEN COMPARED TO MO AND GREENE COUNTY TO HAVE LESS PRETERM BIRTHS, MORE BABIES BORN AT NORMAL BIRTH WEIGHTS, MORE PRENATAL CARE VISITS AND HIGHER INITIAL BREASTFEEDING RATES. PROMOTE HEALTHY BABIES AND FAMILIES."
L41,TO PROVIDE A RESIDENTIAL FACILITY FOR TROUBLED YOUTHS. TO PROVIDE A RESIDENTIAL FACILITY FOR TROUBLED YOUTHS.
L41,TO PROVIDE A RESIDENTIAL FACILITY FOR TROUBLED YOUTHS. TO PROVIDE A RESIDENTIAL FACILITY FOR TROUBLED YOUTHS.
D200,"RESCUE AND PLACEMENT OF STRAY ANIMALS TO RESCUE STRAY ANIMALS IN NEED OF MEDICAL ATTENTION, RESTORE THEM TO HEALTH AND PLACE THEM IN LOVING ADOPTIVE HOMES."
D200,"RESCUE AND PLACEMENT OF STRAY ANIMALS TO RESCUE STRAY ANIMALS IN NEED OF MEDICAL ATTENTION, RESTORE THEM TO HEALTH AND PLACE THEM IN LOVING ADOPTIVE HOMES."
E200,"IN APRIL 2015, BJC HEALTHCARE ASSUMED THE PROGRAM SERVICE OPERATIONS OF THE ST. LOUIS REGIONAL PSYCHIATRIC STABILIZATION CENTER AS A DIVISION OF BARNES-JEWISH HOSPITAL. THE FACILITY'S NEW NAME IS THE BARNES-JEWISH HOSPITAL PSYCHIATRIC SUPPORT CENTER AND IS CONTINUING TO PROVIDE CARE FOR PSYCHIATRIC PATIENTS IN ACUTE CRISIS. ADDRESSING THE COMMUNITY NEED FOR MORE SHORT-TERM MENTAL HEALTH SERVICES BY SERVING PATIENTS SUFFERING FROM MENTAL ILLNESS AND PSYCHIATRIC DISORDERS IN ST. LOUIS, MO METRO AREA."
E200,"IN APRIL 2015, BJC HEALTHCARE ASSUMED THE PROGRAM SERVICE OPERATIONS OF THE ST. LOUIS REGIONAL PSYCHIATRIC STABILIZATION CENTER AS A DIVISION OF BARNES-JEWISH HOSPITAL. THE FACILITY'S NEW NAME IS THE BARNES-JEWISH HOSPITAL PSYCHIATRIC SUPPORT CENTER AND IS CONTINUING TO PROVIDE CARE FOR PSYCHIATRIC PATIENTS IN ACUTE CRISIS. ADDRESSING THE COMMUNITY NEED FOR MORE SHORT-TERM MENTAL HEALTH SERVICES BY SERVING PATIENTS SUFFERING FROM MENTAL ILLNESS AND PSYCHIATRIC DISORDERS IN ST. LOUIS, MO METRO AREA."
P33Z,"IN 2016, SOUTHSIDE EARLY CHILDHOOD CENTER PROVIDED HIGH QUALITY EARLY CHILDHOOD EDUCATION, EARLY INTERVENTION AND FAMILY SUPPORT SERVICES TO 144 CHILDREN, AGES SIX WEEKS TO FIVE YEARS OF AGE. THE PROGRAMMING FOCUSES ON PROMOTING CHILDREN'S COGNITIVE, SOCIAL-EMOTIONAL, LANGUAGE, AND PHYSICAL DEVELOPMENT IN A DIVERSE AND INCLUSIVE SETTING. IN ADDITION, THE ORGANIZATION PROVIDES FAMILY SUPPORT SERVICES INCLUDING EDUCATIONAL WORKSHOPS, NUTRITION EDUCATION, AND CONNECTIONS TO HEALTH, EMPLOYMENT, HOUSING AND LEGAL SERVICES THROUGH COMMUNITY PARTNERSHIPS. TO NURTURE, EDUCATE, AND INSPIRE CHILDREN IN AN INCLUSIVE ENVIRONMENT."
P33Z,"THE ORGANIZATION SUPPLIED BEFORE AND AFTER CARE FOR STUDENTS FOR THE 178 SCHOOL DAYS IN 2016-2017. IN ADDITION, THE ORGANIZATION SUPPLIED FULL DAY CARE FOR 5 DAYS DURING THE SCHOOL YEAR WHEN THE SCHOOL DID NOT HAVE CLASSES DUE TO CONFERENCES OR OTHER REASONS. DURING WINTER, SPRING AND SUMMER BREAKS, GCC SUPPLIED 9 ADDITIONAL DAYS OF CARE.ON EACH OF THESE DAYS, THE STAFF PROVIDED SAFE, FUN AND EDUCATIONAL FIELD TRIPS TO PLACES LIKE THE ZOO, THE SCIENCE MUSEUM, AND MANY OTHER AGE APPROPRIATE VENUES. GCC PROVIDES RECREATIONAL AND TUTORIAL SERVICES FOR CHILDREN AGES 5 THOUGH 12. OUR SERVICES TAKE PLACE BEFORE AND AFTER SCHOOL HOURS. 192 STUDENTS WERE ENROLLED IN THE PROGRAM DURING THE 2016-17 SCHOOL YEAR."
